2021-12-22 19:56:15,138 - INFO - **************common.configs**********
2021-12-22 19:56:15,138 - INFO - use_gpu: True, use_xpu: False, use_visual: False, train_batch_size: 512, train_data_dir: ./data/big_data/train, epochs: 1, print_interval: 500, model_save_path: output_model_flen_0
2021-12-22 19:56:15,138 - INFO - **************common.configs**********
W1222 19:56:15.139465 32987 device_context.cc:447] Please NOTE: device: 0, GPU Compute Capability: 7.0, Driver API Version: 10.1, Runtime API Version: 10.1
W1222 19:56:15.143121 32987 device_context.cc:465] device: 0, cuDNN Version: 7.6.
2021-12-22 19:56:21,276 - INFO - read data
2021-12-22 19:56:21,276 - INFO - reader path:avazu_reader
/opt/conda/envs/python35-paddle120-env/lib/python3.7/site-packages/paddle/tensor/creation.py:130: DeprecationWarning: `np.object` is a deprecated alias for the builtin `object`. To silence this warning, use `object` by itself. Doing this will not modify any behavior and is safe. 
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  if data.dtype == np.object:
2021-12-22 20:25:24,607 - INFO - epoch: 0, batch_id: 28500, auc:0.766378, loss:0.40265054, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.05870 sec, avg_samples: 512.00000, ips: 8721.62208 ins/s
2021-12-22 20:25:55,037 - INFO - epoch: 0, batch_id: 29000, auc:0.766321, loss:0.3919556, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.06072 sec, avg_samples: 512.00000, ips: 8431.92729 ins/s
2021-12-22 20:26:24,830 - INFO - epoch: 0, batch_id: 29500, auc:0.766300, loss:0.4051748, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.05945 sec, avg_samples: 512.00000, ips: 8612.69325 ins/s
2021-12-22 20:26:55,337 - INFO - epoch: 0, batch_id: 30000, auc:0.766824, loss:0.3607096, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.06087 sec, avg_samples: 512.00000, ips: 8410.92534 ins/s
2021-12-22 20:27:24,504 - INFO - epoch: 0, batch_id: 30500, auc:0.767396, loss:0.36042997, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.05820 sec, avg_samples: 512.00000, ips: 8796.75582 ins/s
2021-12-22 20:27:54,242 - INFO - epoch: 0, batch_id: 31000, auc:0.767386, loss:0.42343032, avg_reader_cost: 0.00033 sec, avg_batch_cost: 0.05934 sec, avg_samples: 512.00000, ips: 8628.34626 ins/s
2021-12-22 20:28:25,368 - INFO - epoch: 0, batch_id: 31500, auc:0.767158, loss:0.40774164, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.06212 sec, avg_samples: 512.00000, ips: 8242.54647 ins/s
2021-12-22 20:28:55,384 - INFO - epoch: 0, batch_id: 32000, auc:0.766892, loss:0.4183875, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.05990 sec, avg_samples: 512.00000, ips: 8548.07365 ins/s
2021-12-22 20:29:25,985 - INFO - epoch: 0, batch_id: 32500, auc:0.766859, loss:0.38699585, avg_reader_cost: 0.00055 sec, avg_batch_cost: 0.06107 sec, avg_samples: 512.00000, ips: 8384.48434 ins/s
2021-12-22 20:29:55,337 - INFO - epoch: 0, batch_id: 33000, auc:0.767192, loss:0.36059502, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.05856 sec, avg_samples: 512.00000, ips: 8742.54089 ins/s
2021-12-22 20:30:25,216 - INFO - epoch: 0, batch_id: 33500, auc:0.767536, loss:0.34640324, avg_reader_cost: 0.00040 sec, avg_batch_cost: 0.05963 sec, avg_samples: 512.00000, ips: 8586.92985 ins/s
2021-12-22 20:30:56,471 - INFO - epoch: 0, batch_id: 34000, auc:0.767605, loss:0.37932205, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.06237 sec, avg_samples: 512.00000, ips: 8208.91222 ins/s
2021-12-22 20:31:27,333 - INFO - epoch: 0, batch_id: 34500, auc:0.767505, loss:0.41695023, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.06158 sec, avg_samples: 512.00000, ips: 8313.87510 ins/s
2021-12-22 20:31:56,852 - INFO - epoch: 0, batch_id: 35000, auc:0.767308, loss:0.35950956, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.05890 sec, avg_samples: 512.00000, ips: 8692.62580 ins/s
2021-12-22 20:32:27,886 - INFO - epoch: 0, batch_id: 35500, auc:0.767264, loss:0.34879825, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.06193 sec, avg_samples: 512.00000, ips: 8266.85384 ins/s
2021-12-22 20:32:57,644 - INFO - epoch: 0, batch_id: 36000, auc:0.767495, loss:0.39063185, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.05938 sec, avg_samples: 512.00000, ips: 8622.02598 ins/s
2021-12-22 20:33:27,921 - INFO - epoch: 0, batch_id: 36500, auc:0.767759, loss:0.33664632, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.06042 sec, avg_samples: 512.00000, ips: 8474.10276 ins/s
2021-12-22 20:33:57,818 - INFO - epoch: 0, batch_id: 37000, auc:0.767841, loss:0.3554496, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.05966 sec, avg_samples: 512.00000, ips: 8582.26274 ins/s
2021-12-22 20:34:25,763 - INFO - epoch: 0, batch_id: 37500, auc:0.767823, loss:0.4061075, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.05576 sec, avg_samples: 512.00000, ips: 9182.83844 ins/s
2021-12-22 20:34:56,113 - INFO - epoch: 0, batch_id: 38000, auc:0.768086, loss:0.4086138, avg_reader_cost: 0.00034 sec, avg_batch_cost: 0.06056 sec, avg_samples: 512.00000, ips: 8454.34982 ins/s
2021-12-22 20:35:26,043 - INFO - epoch: 0, batch_id: 38500, auc:0.768610, loss:0.36809176, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.05972 sec, avg_samples: 512.00000, ips: 8572.81003 ins/s
2021-12-22 20:35:56,587 - INFO - epoch: 0, batch_id: 39000, auc:0.768693, loss:0.38851583, avg_reader_cost: 0.00035 sec, avg_batch_cost: 0.06095 sec, avg_samples: 512.00000, ips: 8399.87545 ins/s
2021-12-22 20:36:27,226 - INFO - epoch: 0, batch_id: 39500, auc:0.768629, loss:0.35776427, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.06115 sec, avg_samples: 512.00000, ips: 8373.50246 ins/s
2021-12-22 20:36:57,413 - INFO - epoch: 0, batch_id: 40000, auc:0.768841, loss:0.322784, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.06024 sec, avg_samples: 512.00000, ips: 8499.64127 ins/s
2021-12-22 20:37:27,371 - INFO - epoch: 0, batch_id: 40500, auc:0.769115, loss:0.35695517, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.05978 sec, avg_samples: 512.00000, ips: 8564.66718 ins/s
2021-12-22 20:37:57,903 - INFO - epoch: 0, batch_id: 41000, auc:0.769244, loss:0.44494054, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.06093 sec, avg_samples: 512.00000, ips: 8402.92711 ins/s
2021-12-22 20:38:27,785 - INFO - epoch: 0, batch_id: 41500, auc:0.769255, loss:0.3861331, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.05963 sec, avg_samples: 512.00000, ips: 8586.58781 ins/s
2021-12-22 20:38:57,704 - INFO - epoch: 0, batch_id: 42000, auc:0.769369, loss:0.31577623, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.05970 sec, avg_samples: 512.00000, ips: 8575.86236 ins/s
2021-12-22 20:39:28,327 - INFO - epoch: 0, batch_id: 42500, auc:0.769564, loss:0.31220102, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.06111 sec, avg_samples: 512.00000, ips: 8378.07061 ins/s
